,Unnamed: 0,pokedex_number,name,german_name,japanese_name,generation,is_sub_legendary,is_legendary,is_mythical,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
63,63,50,Diglett,Digda,ディグダ ,1,0,0,0,Mole Pokémon,1,Ground,,0.2,0.8,3,Sand Veil,Arena Trap,Sand Force,265.0,10.0,55.0,25.0,35.0,45.0,95.0,255.0,70.0,53.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
64,64,50,Alolan Diglett,Digda,ディグダ ,1,0,0,0,Mole Pokémon,2,Ground,Steel,0.2,1.0,3,Sand Veil,Tangling Hair,Sand Force,265.0,10.0,55.0,30.0,35.0,45.0,90.0,255.0,70.0,53.0,Medium Fast,1,Field,,50.0,20.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
65,65,51,Dugtrio,Digdri,ダグトリオ ,1,0,0,0,Mole Pokémon,1,Ground,,0.7,33.3,3,Sand Veil,Arena Trap,Sand Force,425.0,35.0,100.0,50.0,50.0,70.0,120.0,50.0,70.0,149.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
66,66,51,Alolan Dugtrio,Digdri,ダグトリオ ,1,0,0,0,Mole Pokémon,2,Ground,Steel,0.7,66.6,3,Sand Veil,Tangling Hair,Sand Force,425.0,35.0,100.0,60.0,50.0,70.0,110.0,50.0,70.0,149.0,Medium Fast,1,Field,,50.0,20.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
67,67,52,Meowth,Mauzi,ニャース ,1,0,0,0,Scratch Cat Pokémon,1,Normal,,0.4,4.2,3,Pickup,Technician,Unnerve,290.0,40.0,45.0,35.0,40.0,40.0,90.0,255.0,70.0,58.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
68,68,52,Alolan Meowth,Mauzi,ニャース ,1,0,0,0,Scratch Cat Pokémon,1,Dark,,0.4,4.2,3,Pickup,Technician,Rattled,290.0,40.0,35.0,35.0,50.0,40.0,90.0,255.0,70.0,58.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
69,69,52,Galarian Meowth,Mauzi,ニャース ,1,0,0,0,Scratch Cat Pokémon,1,Steel,,0.4,7.5,3,Pickup,Tough Claws,Unnerve,290.0,50.0,65.0,55.0,40.0,40.0,40.0,,,,Medium Fast,1,Field,,,20.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
70,70,53,Persian,Snobilikat,ペルシアン ,1,0,0,0,Classy Cat Pokémon,1,Normal,,1.0,32.0,3,Limber,Technician,Unnerve,440.0,65.0,70.0,60.0,65.0,65.0,115.0,90.0,70.0,154.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
71,71,53,Alolan Persian,Snobilikat,ペルシアン ,1,0,0,0,Classy Cat Pokémon,1,Dark,,1.1,33.0,3,Fur Coat,Technician,Rattled,440.0,65.0,60.0,60.0,75.0,65.0,115.0,90.0,70.0,154.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
72,72,54,Psyduck,Enton,コダック ,1,0,0,0,Duck Pokémon,1,Water,,0.8,19.6,3,Damp,Cloud Nine,Swift Swim,320.0,50.0,52.0,48.0,65.0,50.0,55.0,190.0,70.0,64.0,Medium Fast,2,Field,Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
73,73,55,Golduck,Entoron,ゴルダック ,1,0,0,0,Duck Pokémon,1,Water,,1.7,76.6,3,Damp,Cloud Nine,Swift Swim,500.0,80.0,82.0,78.0,95.0,80.0,85.0,75.0,70.0,175.0,Medium Fast,2,Field,Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
74,74,56,Mankey,Menki,マンキー ,1,0,0,0,Pig Monkey Pokémon,1,Fighting,,0.5,28.0,3,Vital Spirit,Anger Point,Defiant,305.0,40.0,80.0,35.0,35.0,45.0,70.0,190.0,70.0,61.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
75,75,57,Primeape,Rasaff,オコリザル ,1,0,0,0,Pig Monkey Pokémon,1,Fighting,,1.0,32.0,3,Vital Spirit,Anger Point,Defiant,455.0,65.0,105.0,60.0,60.0,70.0,95.0,75.0,70.0,159.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
76,76,58,Growlithe,Fukano,ガーディ ,1,0,0,0,Puppy Pokémon,1,Fire,,0.7,19.0,3,Intimidate,Flash Fire,Justified,350.0,55.0,70.0,45.0,70.0,50.0,60.0,190.0,70.0,70.0,Slow,1,Field,,75.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
77,77,59,Arcanine,Arkani,ウインディ ,1,0,0,0,Legendary Pokémon,1,Fire,,1.9,155.0,3,Intimidate,Flash Fire,Justified,555.0,90.0,110.0,80.0,100.0,80.0,95.0,75.0,70.0,194.0,Slow,1,Field,,75.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
78,78,60,Poliwag,Quapsel,ニョロモ ,1,0,0,0,Tadpole Pokémon,1,Water,,0.6,12.4,3,Water Absorb,Damp,Swift Swim,300.0,40.0,50.0,40.0,40.0,40.0,90.0,255.0,70.0,60.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
79,79,61,Poliwhirl,Quaputzi,ニョロゾ ,1,0,0,0,Tadpole Pokémon,1,Water,,1.0,20.0,3,Water Absorb,Damp,Swift Swim,385.0,65.0,65.0,65.0,50.0,50.0,90.0,120.0,70.0,135.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
80,80,62,Poliwrath,Quappo,ニョロボン ,1,0,0,0,Tadpole Pokémon,2,Water,Fighting,1.3,54.0,3,Water Absorb,Damp,Swift Swim,510.0,90.0,95.0,95.0,70.0,90.0,70.0,45.0,70.0,230.0,Medium Slow,1,Water 1,,50.0,20.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0
81,81,63,Abra,Abra,ケーシィ ,1,0,0,0,Psi Pokémon,1,Psychic,,0.9,19.5,3,Synchronize,Inner Focus,Magic Guard,310.0,25.0,20.0,15.0,105.0,55.0,90.0,200.0,70.0,62.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
82,82,64,Kadabra,Kadabra,ユンゲラー ,1,0,0,0,Psi Pokémon,1,Psychic,,1.3,56.5,3,Synchronize,Inner Focus,Magic Guard,400.0,40.0,35.0,30.0,120.0,70.0,105.0,100.0,70.0,140.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
83,83,65,Alakazam,Simsala,フーディン ,1,0,0,0,Psi Pokémon,1,Psychic,,1.5,48.0,3,Synchronize,Inner Focus,Magic Guard,500.0,55.0,50.0,45.0,135.0,95.0,120.0,50.0,70.0,225.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
84,84,65,Mega Alakazam,Simsala,フーディン ,1,0,0,0,Psi Pokémon,1,Psychic,,1.2,48.0,1,Trace,,,600.0,55.0,50.0,65.0,175.0,105.0,150.0,50.0,70.0,270.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
85,85,66,Machop,Machollo,ワンリキー ,1,0,0,0,Superpower Pokémon,1,Fighting,,0.8,19.5,3,Guts,No Guard,Steadfast,305.0,70.0,80.0,50.0,35.0,35.0,35.0,180.0,70.0,61.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
86,86,67,Machoke,Maschock,ゴーリキー ,1,0,0,0,Superpower Pokémon,1,Fighting,,1.5,70.5,3,Guts,No Guard,Steadfast,405.0,80.0,100.0,70.0,50.0,60.0,45.0,90.0,70.0,142.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
87,87,68,Machamp,Machomei,カイリキー ,1,0,0,0,Superpower Pokémon,1,Fighting,,1.6,130.0,3,Guts,No Guard,Steadfast,505.0,90.0,130.0,80.0,65.0,85.0,55.0,45.0,70.0,227.0,Medium Slow,1,Human-Like,,75.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
88,88,69,Bellsprout,Knofensa,マダツボミ ,1,0,0,0,Flower Pokémon,2,Grass,Poison,0.7,4.0,2,Chlorophyll,,Gluttony,300.0,50.0,75.0,35.0,70.0,30.0,40.0,255.0,70.0,60.0,Medium Slow,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
89,89,70,Weepinbell,Ultrigaria,ウツドン ,1,0,0,0,Flycatcher Pokémon,2,Grass,Poison,1.0,6.4,2,Chlorophyll,,Gluttony,390.0,65.0,90.0,50.0,85.0,45.0,55.0,120.0,70.0,137.0,Medium Slow,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
90,90,71,Victreebel,Sarzenia,ウツボット ,1,0,0,0,Flycatcher Pokémon,2,Grass,Poison,1.7,15.5,2,Chlorophyll,,Gluttony,490.0,80.0,105.0,65.0,100.0,70.0,70.0,45.0,70.0,221.0,Medium Slow,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
91,91,72,Tentacool,Tentacha,メノクラゲ ,1,0,0,0,Jellyfish Pokémon,2,Water,Poison,0.9,45.5,3,Clear Body,Liquid Ooze,Rain Dish,335.0,40.0,40.0,35.0,50.0,100.0,70.0,190.0,70.0,67.0,Slow,1,Water 3,,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
92,92,73,Tentacruel,Tentoxa,ドククラゲ ,1,0,0,0,Jellyfish Pokémon,2,Water,Poison,1.6,55.0,3,Clear Body,Liquid Ooze,Rain Dish,515.0,80.0,70.0,65.0,80.0,120.0,100.0,60.0,70.0,180.0,Slow,1,Water 3,,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
93,93,74,Geodude,Kleinstein,イシツブテ ,1,0,0,0,Rock Pokémon,2,Rock,Ground,0.4,20.0,3,Rock Head,Sturdy,Sand Veil,300.0,40.0,80.0,100.0,30.0,30.0,20.0,255.0,70.0,60.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
94,94,74,Alolan Geodude,Kleinstein,イシツブテ ,1,0,0,0,Rock Pokémon,2,Rock,Electric,0.4,20.3,3,Magnet Pull,Sturdy,Galvanize,300.0,40.0,80.0,100.0,30.0,30.0,20.0,255.0,70.0,60.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,95,75,Graveler,Georok,ゴローン ,1,0,0,0,Rock Pokémon,2,Rock,Ground,1.0,105.0,3,Rock Head,Sturdy,Sand Veil,390.0,55.0,95.0,115.0,45.0,45.0,35.0,120.0,70.0,137.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
96,96,75,Alolan Graveler,Georok,ゴローン ,1,0,0,0,Rock Pokémon,2,Rock,Electric,1.0,110.0,3,Magnet Pull,Sturdy,Galvanize,390.0,55.0,95.0,115.0,45.0,45.0,35.0,120.0,70.0,137.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97,97,76,Golem,Geowaz,ゴローニャ ,1,0,0,0,Megaton Pokémon,2,Rock,Ground,1.4,300.0,3,Rock Head,Sturdy,Sand Veil,495.0,80.0,120.0,130.0,55.0,65.0,45.0,45.0,70.0,223.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
98,98,76,Alolan Golem,Geowaz,ゴローニャ ,1,0,0,0,Megaton Pokémon,2,Rock,Electric,1.7,316.0,3,Magnet Pull,Sturdy,Galvanize,495.0,80.0,120.0,130.0,55.0,65.0,45.0,45.0,70.0,223.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,99,77,Ponyta,Ponita,ポニータ ,1,0,0,0,Fire Horse Pokémon,1,Fire,,1.0,30.0,3,Run Away,Flash Fire,Flame Body,410.0,50.0,85.0,55.0,65.0,65.0,90.0,190.0,70.0,82.0,Medium Fast,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
100,100,77,Galarian Ponyta,Ponita,ポニータ ,1,0,0,0,Unique Horn Pokémon,1,Psychic,,0.8,24.0,3,Run Away,Pastel Veil,Anticipation,410.0,50.0,85.0,55.0,65.0,65.0,90.0,,,,Medium Fast,1,Field,,,20.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
101,101,78,Rapidash,Gallopa,ギャロップ ,1,0,0,0,Fire Horse Pokémon,1,Fire,,1.7,95.0,3,Run Away,Flash Fire,Flame Body,500.0,65.0,100.0,70.0,80.0,80.0,105.0,60.0,70.0,175.0,Medium Fast,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
102,102,78,Galarian Rapidash,Gallopa,ギャロップ ,1,0,0,0,Unique Horn Pokémon,2,Psychic,Fairy,1.7,80.0,3,Run Away,Pastel Veil,Anticipation,500.0,65.0,100.0,70.0,80.0,80.0,105.0,,,,Medium Fast,1,Field,,,20.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
103,103,79,Slowpoke,Flegmon,ヤドン ,1,0,0,0,Dopey Pokémon,2,Water,Psychic,1.2,36.0,3,Oblivious,Own Tempo,Regenerator,315.0,90.0,65.0,65.0,40.0,40.0,15.0,190.0,70.0,63.0,Medium Fast,2,Monster,Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
104,104,80,Slowbro,Lahmus,ヤドラン ,1,0,0,0,Hermit Crab Pokémon,2,Water,Psychic,1.6,78.5,3,Oblivious,Own Tempo,Regenerator,490.0,95.0,75.0,110.0,100.0,80.0,30.0,75.0,70.0,172.0,Medium Fast,2,Monster,Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
105,105,80,Mega Slowbro,Lahmus,ヤドラン ,1,0,0,0,Hermit Crab Pokémon,2,Water,Psychic,2.0,120.0,1,Shell Armor,,,590.0,95.0,75.0,180.0,130.0,80.0,30.0,75.0,70.0,207.0,Medium Fast,2,Monster,Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
106,106,81,Magnemite,Magnetilo,コイル ,1,0,0,0,Magnet Pokémon,2,Electric,Steel,0.3,6.0,3,Magnet Pull,Sturdy,Analytic,325.0,25.0,35.0,70.0,95.0,55.0,45.0,190.0,70.0,65.0,Medium Fast,1,Mineral,,,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
107,107,82,Magneton,Magneton,レアコイル ,1,0,0,0,Magnet Pokémon,2,Electric,Steel,1.0,60.0,3,Magnet Pull,Sturdy,Analytic,465.0,50.0,60.0,95.0,120.0,70.0,70.0,60.0,70.0,163.0,Medium Fast,1,Mineral,,,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
108,108,83,Farfetch'd,Porenta,カモネギ ,1,0,0,0,Wild Duck Pokémon,2,Normal,Flying,0.8,15.0,3,Keen Eye,Inner Focus,Defiant,377.0,52.0,90.0,55.0,58.0,62.0,60.0,45.0,70.0,132.0,Medium Fast,2,Field,Flying,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
109,109,83,Galarian Farfetch'd,Porenta,カモネギ ,1,0,0,0,Wild Duck Pokémon,1,Fighting,,0.8,42.0,2,Steadfast,,Scrappy,377.0,52.0,95.0,55.0,58.0,62.0,55.0,,,,Medium Fast,2,Field,Flying,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
110,110,84,Doduo,Dodu,ドードー ,1,0,0,0,Twin Bird Pokémon,2,Normal,Flying,1.4,39.2,3,Run Away,Early Bird,Tangled Feet,310.0,35.0,85.0,45.0,35.0,35.0,75.0,190.0,70.0,62.0,Medium Fast,1,Flying,,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
111,111,85,Dodrio,Dodri,ドードリオ ,1,0,0,0,Triple Bird Pokémon,2,Normal,Flying,1.8,85.2,3,Run Away,Early Bird,Tangled Feet,470.0,60.0,110.0,70.0,60.0,60.0,110.0,45.0,70.0,165.0,Medium Fast,1,Flying,,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
112,112,86,Seel,Jurob,パウワウ ,1,0,0,0,Sea Lion Pokémon,1,Water,,1.1,90.0,3,Thick Fat,Hydration,Ice Body,325.0,65.0,45.0,55.0,45.0,70.0,45.0,190.0,70.0,65.0,Medium Fast,2,Field,Water 1,50.0,20.0,1.0,0.25,0.5,2.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
113,113,87,Dewgong,Jugong,ジュゴン ,1,0,0,0,Sea Lion Pokémon,2,Water,Ice,1.7,120.0,3,Thick Fat,Hydration,Ice Body,475.0,90.0,70.0,80.0,70.0,95.0,70.0,75.0,70.0,166.0,Medium Fast,2,Field,Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.125,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
114,114,88,Grimer,Sleima,ベトベター ,1,0,0,0,Sludge Pokémon,1,Poison,,0.9,30.0,3,Stench,Sticky Hold,Poison Touch,325.0,80.0,80.0,50.0,40.0,50.0,25.0,190.0,70.0,65.0,Medium Fast,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
115,115,88,Alolan Grimer,Sleima,ベトベター ,1,0,0,0,Sludge Pokémon,2,Poison,Dark,0.7,42.0,3,Poison Touch,Gluttony,Power of Alchemy,325.0,80.0,80.0,50.0,40.0,50.0,25.0,190.0,70.0,65.0,Medium Fast,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
116,116,89,Muk,Sleimok,ベトベトン ,1,0,0,0,Sludge Pokémon,1,Poison,,1.2,30.0,3,Stench,Sticky Hold,Poison Touch,500.0,105.0,105.0,75.0,65.0,100.0,50.0,75.0,70.0,175.0,Medium Fast,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
117,117,89,Alolan Muk,Sleimok,ベトベトン ,1,0,0,0,Sludge Pokémon,2,Poison,Dark,1.0,52.0,3,Poison Touch,Gluttony,Power of Alchemy,500.0,105.0,105.0,75.0,65.0,100.0,50.0,75.0,70.0,175.0,Medium Fast,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
118,118,90,Shellder,Muschas,シェルダー ,1,0,0,0,Bivalve Pokémon,1,Water,,0.3,4.0,3,Shell Armor,Skill Link,Overcoat,305.0,30.0,65.0,100.0,45.0,25.0,40.0,190.0,70.0,61.0,Slow,1,Water 3,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
119,119,91,Cloyster,Austos,パルシェン ,1,0,0,0,Bivalve Pokémon,2,Water,Ice,1.5,132.5,3,Shell Armor,Skill Link,Overcoat,525.0,50.0,95.0,180.0,85.0,45.0,70.0,60.0,70.0,184.0,Slow,1,Water 3,,50.0,20.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
120,120,92,Gastly,Nebulak,ゴース ,1,0,0,0,Gas Pokémon,2,Ghost,Poison,1.3,0.1,1,Levitate,,,310.0,30.0,35.0,30.0,100.0,35.0,80.0,190.0,70.0,62.0,Medium Slow,1,Amorphous,,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
121,121,93,Haunter,Alpollo,ゴースト ,1,0,0,0,Gas Pokémon,2,Ghost,Poison,1.6,0.1,1,Levitate,,,405.0,45.0,50.0,45.0,115.0,55.0,95.0,90.0,70.0,142.0,Medium Slow,1,Amorphous,,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
122,122,94,Gengar,Gengar,ゲンガー ,1,0,0,0,Shadow Pokémon,2,Ghost,Poison,1.5,40.5,1,Cursed Body,,,500.0,60.0,65.0,60.0,130.0,75.0,110.0,45.0,70.0,225.0,Medium Slow,1,Amorphous,,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
123,123,94,Mega Gengar,Gengar,ゲンガー ,1,0,0,0,Shadow Pokémon,2,Ghost,Poison,1.4,40.5,1,Shadow Tag,,,600.0,60.0,65.0,80.0,170.0,95.0,130.0,45.0,70.0,270.0,Medium Slow,1,Amorphous,,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
124,124,95,Onix,Onix,イワーク ,1,0,0,0,Rock Snake Pokémon,2,Rock,Ground,8.8,210.0,3,Rock Head,Sturdy,Weak Armor,385.0,35.0,45.0,160.0,30.0,45.0,70.0,45.0,70.0,77.0,Medium Fast,1,Mineral,,50.0,25.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
125,125,96,Drowzee,Traumato,スリープ ,1,0,0,0,Hypnosis Pokémon,1,Psychic,,1.0,32.4,3,Insomnia,Forewarn,Inner Focus,328.0,60.0,48.0,45.0,43.0,90.0,42.0,190.0,70.0,66.0,Medium Fast,1,Human-Like,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
126,126,97,Hypno,Hypno,スリーパー ,1,0,0,0,Hypnosis Pokémon,1,Psychic,,1.6,75.6,3,Insomnia,Forewarn,Inner Focus,483.0,85.0,73.0,70.0,73.0,115.0,67.0,75.0,70.0,169.0,Medium Fast,1,Human-Like,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
